edudel_code,DISTNAME,PINCODE,SCHOOL_CODE,SCHOOL_NAME,VILLAGE_NAME,lat,lng,most_urgent,ac_year,students,students_1t5,students_6t12,students_10,students_12,teachers,student_teacher_ratio,transition_9to10,transition_11to12,splitcheck,new_teacher
1207230,NORTH DELHI,110042,7020100601,"Govt. Girls Sec. School, Mukund Pur Village, Delhi",6-MUKANDPUR,28.7491315,77.18178062,TRUE,2015-16,2327,0,2327,0,0,45,51.71111111,NA,NA,FALSE,3
1104014,NORTH EAST DELHI,110094,7030126802,"Govt. Boys Sec. School, Mustafabad, Gali No.19, Delhi",268-MUSTAFABAD,28.71092521,77.27559674,TRUE,2015-16,2369,0,2369,200,0,47,50.40425532,0.372439479,NA,FALSE,3
1207236,NORTH DELHI,110084,7020100602,"Govt. Boys Sec. School, Mukund Pur Village, Delhi",6-MUKANDPUR,28.74916672,77.18181607,TRUE,2015-16,2317,0,2317,0,0,46,50.36956522,NA,NA,FALSE,4
1104022,NORTH EAST DELHI,110094,7030126902,"Govt. Sarvodaya Kanya Vidyalaya, Khajoori Khas Delhi",269-KHAZOORI KHAS,28.70999607,77.25776651,TRUE,2015-16,5234,386,4848,536,299,104,50.32692308,0.71657754,0.7475,FALSE,9
1925400,SOUTH DELHI,110044,7090120407,"Govt. Girls Sr. Sec. School No.4, Molar Band, New Delhi",204-MOLARBAND,28.5053722,77.3116222,TRUE,2015-16,4383,0,4383,377,406,88,49.80681818,#N/A,#N/A,#N/A,0
1104335,NORTH EAST DELHI,110094,7030127202,"Govt. Girls Sr. Sec. School, Sonia Vihar, 4 1/2 Pusta, Delhi",272-SONIA VIHAR,28.7333916,77.24847891,TRUE,2015-16,4422,0,4422,699,500,90,49.13333333,0.985895628,0.961538462,FALSE,13
1925402,SOUTH DELHI,110044,7090120409,"Govt. Sarvodaya Bal Vidyalaya No.2, Molar Band, New Delhi",204-MOLARBAND,28.493449,77.326605,TRUE,2015-16,1955,53,1902,310,0,40,48.875,#N/A,#N/A,#N/A,4
1104011,NORTH EAST DELHI,110094,7030127103,"Govt. Girls Sr. Sec. School, Sabhapur, Delhi",271-KARAWAL NAGAR (WEST),28.74786787,77.25699393,TRUE,2015-16,1746,0,1746,195,165,36,48.5,0.890410959,0.91160221,FALSE,3
1413317,NORTH WEST DELHI,110085,7010102109,"Govt. Boys Middle School, Sect-24, Rohini, Delhi",021-ROHINI,28.726588,77.0873555,FALSE,2015-16,767,0,767,0,0,16,47.9375,NA,NA,FALSE,0
1104142,NORTH EAST DELHI,110094,7030127102,"Govt. Girls Sr. Sec. School, Karawal Nagar, Delhi",271-KARAWAL NAGAR (WEST),28.73374762,77.26551387,TRUE,2015-16,6381,0,6381,892,759,134,47.61940299,0.883168317,0.83960177,FALSE,24
1925404,SOUTH DELHI,110076,7090120705,"Govt. Girls Sr. Sec. School, Madanpur Khadar New Delhi",207-MADANPUR KHADAR,28.5422605,77.2974259,TRUE,2015-16,1407,0,1407,167,0,30,46.9,#N/A,#N/A,#N/A,4
1208229,NORTH DELHI,110052,7020107305,"Govt. Sarvodaya Bal Vidyalaya, Lalita Block, Shastri Nagar Delhi",73-SHASTRI NAGAR,28.67703074,77.17812525,FALSE,2015-16,466,232,234,0,0,10,46.6,NA,NA,FALSE,0
1104336,NORTH EAST DELHI,110094,7030127201,"Govt. Boys Sr. Sec. School, Sonia Vihar, 4 1/2 Pusta, Delhi",272-SONIA VIHAR,28.73327709,77.24826337,TRUE,2015-16,3385,0,3385,496,264,74,45.74324324,0.764252696,0.605504587,FALSE,10
1105241,NORTH EAST DELHI,110053,7030125406,"Govt. Boys Sr. Sec. School, X-Block, Brahmpuri, Delhi",254-BRAHAMPURI,28.67900771,77.26616616,TRUE,2015-16,956,0,956,30,42,21,45.52380952,0.508474576,0.552631579,FALSE,1
1617222,WEST DELHI,110041,7070104311,"Govt. Sarvodaya Kanya Vidyalaya, Shiv Ram Park, Nangloi-Najafgarh Road, New Delhi",043-NANGLOI EAST,28.64253328,77.05869637,TRUE,2015-16,1656,384,1272,45,0,37,44.75675676,0.692307692,NA,FALSE,3
1106120,NORTH EAST DELHI,110093,7030126302,"Govt. Boys Sr. Sec. School, Saboli, Delhi",263-SABOLI,28.70127874,77.30396193,TRUE,2015-16,2458,0,2458,276,49,55,44.69090909,0.438791733,0.731343284,FALSE,3
1106014,NORTH EAST DELHI,110093,7030124310,"Govt. Boys Sec. School, Nand Nagri Extn., Block F1-F2, Delhi",243-NANG NAGRI,28.69290251,77.31477889,TRUE,2015-16,1371,0,1371,113,0,31,44.22580645,0.44140625,NA,FALSE,0
1104406,NORTH EAST DELHI,110094,7030126208,"Govt. Boys Sr. Sec. School, East Gokul Pur, Delhi",262-GOKULPUR,28.70371667,77.29081704,TRUE,2015-16,3604,0,3604,320,267,82,43.95121951,0.462427746,0.590707965,FALSE,2
1104002,NORTH EAST DELHI,110094,7030126904,"Govt. Sarvodaya Bal Vidyalaya, Khajoori Khas, Delhi",269-KHAZOORI KHAS,28.71019039,77.25752471,TRUE,2015-16,3992,239,3753,251,258,91,43.86813187,0.306097561,0.556034483,FALSE,6
1104028,NORTH EAST DELHI,110094,7030126801,"Govt. Girls Sec. School, Mustufabad, Delhi",268-MUSTAFABAD,28.71086778,77.27571727,TRUE,2015-16,2826,0,2826,374,0,65,43.47692308,0.601286174,NA,FALSE,2
1925012,SOUTH DELHI,110019,7090119607,"Govt. Boys Sr. Sec. School , Block-G, Kalkaji New Delhi",196-KALKAJI,28.54294699,77.25971444,TRUE,2015-16,1172,0,1172,88,73,27,43.40740741,0.376068376,0.496598639,FALSE,4
1310415,NORTH WEST DELHI,110039,7010102804,"Govt. Boys Sr. Sec. School No.2 , Bawana J. J. Colony, Delhi",028-BAWANA,28.80789613,77.0519097,TRUE,2015-16,3151,0,3151,246,158,73,43.16438356,0.675824176,0.748815166,FALSE,7
1925053,SOUTH DELHI,110044,7090120402,"Govt. Girls Sr. Sec. School No.2, Molar Band, New Delhi",204-MOLARBAND,28.4946702,77.32607848,TRUE,2015-16,3166,0,3166,233,355,75,42.21333333,0.188358933,0.291700904,TRUE,1
1104261,NORTH EAST DELHI,110094,7030127001,"Govt. Boys Sr. Sec. School, Tukhmirpur, Delhi",270-TUKHMIRPUR,28.7107077,77.26426236,TRUE,2015-16,2489,0,2489,170,311,59,42.18644068,0.388127854,0.625754527,FALSE,5
1106021,NORTH EAST DELHI,110095,7030124201,"Govt. Sarvodaya Kanya Vidyalaya (Vishwamitra), Seemapuri, Delhi",242-NEW SEEMA PURI,28.67861101,77.32682329,TRUE,2015-16,4295,391,3904,366,339,103,41.69902913,0.802631579,0.733766234,FALSE,5
1411022,NORTH WEST DELHI,110052,7010106704,"Govt. Boys Sr. Sec. School, Wazirpur, JJ Colony, Delhi",067-WAZIRPUR,28.6833851,77.16936035,TRUE,2015-16,1539,0,1539,160,67,37,41.59459459,0.506329114,0.446666667,FALSE,2
1925027,SOUTH DELHI,110020,7090119901,"Govt. Girls Sr. Sec. School, Tekhand, Okhla Phase-I, New Delhi",199-TEHKHAND,28.52472272,77.28375167,TRUE,2015-16,1861,0,1861,215,70,45,41.35555556,0.911016949,0.514705882,FALSE,3
1104420,NORTH EAST DELHI,110094,7030126702,"Govt. Boys Sr. Sec. School No.2, Tukhmirpur, Delhi",267-NEHRU VIHAR,28.7106998,77.264704,TRUE,2015-16,2887,0,2887,310,397,70,41.24285714,0.698198198,0.661666667,FALSE,7
1925353,SOUTH DELHI,110025,7090120802,"Govt. Boys Sr. Sec. School, Jasola Village (Shaheen Bagh), New Delhi",208-SARITA VIHAR,28.54554219,77.29612799,TRUE,2015-16,1731,0,1731,246,38,42,41.21428571,0.845360825,0.2375,FALSE,2
1104029,NORTH EAST DELHI,110053,7030125203,"Govt. Girls Sr. Sec. School, Vijay Park, Maujpur, Delhi",252-MAUZPUR,28.6961607,77.27654287,FALSE,2015-16,1813,0,1813,219,229,44,41.20454545,0.688679245,0.713395639,FALSE,1
1413077,NORTH WEST DELHI,110086,7010102702,"Govt. Boys Sr. Sec. School, Begumpur, Delhi",027-BEGUMPUR,28.72381433,77.06690808,FALSE,2015-16,2181,0,2181,177,157,53,41.1509434,0.384782609,0.625498008,FALSE,5
1105236,NORTH EAST DELHI,110053,7030123401,"Govt. Sarvodaya Kanya Vidyalaya, Buland Masjid, Shastri Park, Delhi",234-GANDHI NAGAR,28.67207108,77.25238057,TRUE,2015-16,1399,613,786,94,18,34,41.14705882,0.862385321,1,FALSE,2
1106118,NORTH EAST DELHI,110093,7030124601,"Govt. Boys Sr. Sec. School, DDA Flats, East of Loni Road Delhi",246-ASHOK NAGAR,28.69571104,77.30563829,FALSE,2015-16,2664,0,2664,251,272,65,40.98461538,0.339648173,0.467353952,FALSE,2
1104400,NORTH EAST DELHI,110094,7030126201,"Govt. Girls Sr. Sec. School, East Gokul Pur, Delhi",262-GOKULPUR,28.70394697,77.29064771,TRUE,2015-16,2077,0,2077,232,219,51,40.7254902,0.516703786,0.649851632,FALSE,1
1106258,NORTH EAST DELHI,110093,7030126403,"Govt. Boys Sec. School, A-Block, Harsh Vihar, Delhi",264-HARSH VIHAR,28.70184741,77.32427808,TRUE,2015-16,1219,0,1219,180,0,30,40.63333333,0.649819495,NA,FALSE,1
1925399,SOUTH DELHI,110044,7090120406,"Govt. Boys Sr. Sec. School No.3, Molar Band, New Delhi",204-MOLARBAND,28.5071713,77.2993247,TRUE,2015-16,2943,0,2943,389,378,73,40.31506849,#N/A,#N/A,#N/A,0
1925360,SOUTH DELHI,110044,7090120307,"Govt. Boys Sr. Sec. School, Tajpur Pahri, Badarpur, New Delhi",203-BADARPUR,28.5071713,77.2993247,TRUE,2015-16,1446,0,1446,126,13,36,40.16666667,0.446808511,0.342105263,FALSE,0
1412253,NORTH WEST DELHI,110081,7010103301,"Govt. Girls Sr. Sec. School No.2, Mubarakpur Dabas Delhi",033-PRATAP VIHAR,28.71191459,77.04112307,TRUE,2015-16,1486,0,1486,169,0,37,40.16216216,0.824390244,NA,FALSE,3
1925339,SOUTH DELHI,110076,7090120601,"Govt. Boys Sec. School, Madanpur Khadar Extn. J.J.Colony New Delhi",206-OKHLA,28.53112637,77.31008305,TRUE,2015-16,2203,0,2203,285,0,55,40.05454545,0.796089385,NA,FALSE,1
1104153,NORTH EAST DELHI,110094,7030126901,"Govt. Girls Sr. Sec. School, Khajoori Khas, Delhi",269-KHAZOORI KHAS,28.71088155,77.25748864,TRUE,2015-16,2515,0,2515,296,318,63,39.92063492,0.840909091,0.861788618,FALSE,2
1925356,SOUTH DELHI,110020,7090119902,"Govt. Boys Sr. Sec. School, Tekhand, Okhla Phase-I, New Delhi",199-TEHKHAND,28.5246832,77.28379541,TRUE,2015-16,1828,0,1828,192,30,46,39.73913043,0.6,0.212765957,FALSE,2
1925040,SOUTH DELHI,110044,7090119704,"Govt. Sarvodaya Kanya Vidyalaya, Tuglakabad Village New Delhi",197-TUGLAKABAD,28.51023074,77.26666155,TRUE,2015-16,2335,195,2140,246,163,59,39.57627119,0.911111111,0.708695652,FALSE,2
1105239,NORTH EAST DELHI,110032,7030125903,"Govt. Co-ed. Sr. Sec. School, New Jafrabad, Delhi",259-JANTA COLONY,28.68272533,77.27688974,TRUE,2015-16,1028,0,1028,32,44,26,39.53846154,0.47761194,0.666666667,FALSE,2
1106117,NORTH EAST DELHI,110093,7030126303,"Govt. Girls Sr. Sec. School, Saboli, Delhi",263-SABOLI,28.70140763,77.30390355,TRUE,2015-16,2955,0,2955,494,38,75,39.4,0.851724138,0.703703704,FALSE,1
1617223,WEST DELHI,110041,7070104401,"Govt. Sarvodaya Bal Vidyalaya, Nihal Vilar, Nangloi, New Delhi",044-QUAMMRUDDIN NGR,28.66306814,77.0792067,TRUE,2015-16,983,46,937,48,0,25,39.32,0.685714286,NA,FALSE,4
1412089,NORTH WEST DELHI,110086,7010103901,"Govt. Girls Sr. Sec. School, Block-F, Sultanpuri, Delhi",039-SULTANPUR MAJRA,28.68995626,77.0703093,TRUE,2015-16,1295,0,1295,121,131,33,39.24242424,0.633507853,0.727777778,FALSE,2
1412085,NORTH WEST DELHI,110086,7010103903,"Govt. Boys Sr. Sec. School, Block-D, Sultanpuri, Delhi",039-SULTANPUR MAJRA,28.70174527,77.07714173,FALSE,2015-16,902,0,902,96,98,23,39.2173913,0.732824427,0.748091603,FALSE,0
1104003,NORTH EAST DELHI,110053,7030125610,"Govt. Sarvodaya Bal Vidyalaya No.2, Yamuna Vihar, B-Block, Delhi",256-YAMUNA VIHAR,28.69970293,77.27024285,TRUE,2015-16,3678,289,3389,456,376,94,39.12765957,0.527777778,0.659649123,FALSE,4
1002005,EAST DELHI,110092,7040121701,"Govt. Sarvodaya Bal Vidyalaya, West Vinod Nagar, Delhi",217-VINOD NAGAR,28.62164984,77.29751809,FALSE,2015-16,1677,339,1338,138,173,43,39,0.582278481,0.535603715,FALSE,0
1413319,NORTH WEST DELHI,110085,7010102107,"Govt. Boys Middle School, Sect-16, Pkt-D, Rohini, Delhi",021-ROHINI,NA,NA,FALSE,2015-16,273,0,273,0,0,7,39,NA,NA,FALSE,1
1412131,NORTH WEST DELHI,110086,7010103501,"Govt. Girls Sr. Sec. School, Nithari Delhi",035-KIRARI SULEMAN NGR.,28.70822832,77.05634514,TRUE,2015-16,4045,0,4045,459,490,104,38.89423077,0.754934211,0.839041096,FALSE,2
1413316,NORTH WEST DELHI,110085,7010102110,"Govt. Girls Middle School, Sect-24, Rohini, Delhi",021-ROHINI,28.7443932,77.1002004,FALSE,2015-16,583,0,583,0,0,15,38.86666667,#N/A,#N/A,#N/A,0
1822245,SOUTH WEST DELHI,110043,7080113403,"Govt. Co-ed. Sec. School, Vill. Nangli Sakrawati , New Delhi",134-NANGLI SAKRAWATI,28.62473591,77.01986015,TRUE,2015-16,1976,0,1976,231,0,51,38.74509804,0.553956835,NA,FALSE,2
1104021,NORTH EAST DELHI,110094,7030126202,"Govt. Sarvodaya Kanya Vidyalaya, Gokal Pur Village, Delhi",262-GOKULPUR,28.70241373,77.28730741,TRUE,2015-16,4182,292,3890,1045,644,108,38.72222222,0.957836847,0.99229584,FALSE,3
1412092,NORTH WEST DELHI,110086,7010103403,"Govt. Sarvodaya Bal Vidyalaya, Nithari Delhi",034-NITHARI,28.70871332,77.05533258,TRUE,2015-16,2744,79,2665,213,330,71,38.64788732,0.505938242,0.617977528,FALSE,1
1104417,NORTH EAST DELHI,110094,7030127104,"Govt. Boys Sr. Sec. School, Sabhapur, Delhi",271-KARAWAL NAGAR (WEST),28.74785772,77.25718203,TRUE,2015-16,1813,0,1813,183,151,47,38.57446809,0.544642857,0.68018018,FALSE,3
1821022,SOUTH WEST DELHI,110037,7080114303,"Govt. Sarvodaya Kanya Vidyalaya, Samalka New Delhi",143-KAPASHERA,28.53194295,77.08588815,FALSE,2015-16,4200,389,3811,304,223,109,38.53211009,0.551724138,0.825925926,FALSE,6
1310458,NORTH WEST DELHI,110040,7010100406,"Govt. Sarvodaya Bal Vidyalaya , Tikri Khurd, Delhi",004-BAKHTAWARPUR,28.8504108,77.0731084,FALSE,2015-16,1037,110,927,99,67,27,38.40740741,#N/A,#N/A,#N/A,5
1309262,NORTH WEST DELHI,110042,7010101802,"Govt. Boys Sr. Sec. School, Libaspur, Delhi",018-LIBASPUR,28.74901062,77.14312873,TRUE,2015-16,2607,0,2607,280,165,68,38.33823529,0.775623269,0.574912892,FALSE,0
1617001,WEST DELHI,110041,7070103005,"Govt. Boys Sr. Sec. School, Tikri Kalan, Delhi",030-MUNDKA,28.68621722,76.96313363,FALSE,2015-16,1684,0,1684,164,110,44,38.27272727,0.901098901,0.859375,FALSE,1
1618281,WEST DELHI,110059,7070112406,"Govt. Sarvodaya Bal Vidyalaya, Hastsal, Janta Flats, New Delhi",124-VIKAS NAGAR,28.62617056,77.06338467,TRUE,2015-16,1721,115,1606,160,152,45,38.24444444,0.535117057,0.591439689,FALSE,6
1104024,NORTH EAST DELHI,110053,7030125605,"Govt. Sarvodaya Kanya Vidyalaya No.2, Yamuna Vihar, C-Block, Delhi",256-YAMUNA VIHAR,28.69970479,77.27682924,TRUE,2015-16,3472,344,3128,438,340,91,38.15384615,0.658646617,0.7852194,FALSE,3
1925340,SOUTH DELHI,110076,7090120701,"Govt. Girls Sec. School, Madanpur Khadar Extn. J.J.Colony New Delhi",207-MADANPUR KHADAR,28.53108193,77.30992432,TRUE,2015-16,2402,0,2402,357,0,63,38.12698413,0.854066986,NA,FALSE,2
1925359,SOUTH DELHI,110044,7090120306,"Govt. Girls Sr. Sec. School, Tajpur Pahri, Badarpur, New Delhi",203-BADARPUR,28.4947856,77.3058772,TRUE,2015-16,1334,0,1334,103,53,35,38.11428571,0.609467456,0.5,FALSE,2
1925345,SOUTH DELHI,110025,7090120801,"Govt. Girls Sr. Sec. School, Jasola Village Shaheen Bagh, New Delhi",208-SARITA VIHAR,28.54557551,77.29617237,TRUE,2015-16,1749,0,1749,142,108,46,38.02173913,0.531835206,0.486486486,FALSE,2
1411035,NORTH WEST DELHI,110052,7010106701,"Govt. Sarvodaya Vidyalaya , Wazirpur Village, Delhi",067-WAZIRPUR,28.69013242,77.17228595,FALSE,2015-16,1061,238,823,61,41,28,37.89285714,0.535087719,0.445652174,FALSE,0
1104150,NORTH EAST DELHI,110053,7030125601,"Govt. Boys Sr. Sec. School (RDJK), Bhajanpura, D- Block, Delhi",256-YAMUNA VIHAR,28.69845256,77.26049958,FALSE,2015-16,1015,0,1015,106,76,27,37.59259259,0.394052045,0.503311258,FALSE,2
1618063,WEST DELHI,110059,7070112504,"Govt. Sarvodaya Kanya Vidyalaya, Mohan Garden, Uttam Nagar, New Delhi",125-MOHAN GARDEN,28.62564938,77.04628469,TRUE,2015-16,4395,362,4033,440,400,117,37.56410256,0.573663625,0.747663551,FALSE,4
1925035,SOUTH DELHI,110025,7090120603,"Govt. Sarvodaya Kanya Vidyalaya, Noor Nagar, Jamia Nagar, New Delhi",206-OKHLA,28.55868946,77.28760664,TRUE,2015-16,2738,511,2227,201,311,73,37.50684932,0.555248619,0.767901235,FALSE,3
1617021,WEST DELHI,110041,7070104304,"Govt. Girls Sr. Sec. School, Nangloi Delhi",043-NANGLOI EAST,28.68474347,77.06646811,TRUE,2015-16,1987,0,1987,190,126,53,37.49056604,0.591900312,0.594339623,FALSE,0
1208095,NORTH DELHI,110052,7020107302,"Govt. Sarvodaya Kanya Vidyalaya, Lalita Block, Shastri Nagar Delhi",73-SHASTRI NAGAR,28.67717986,77.17822006,TRUE,2015-16,1462,260,1202,133,150,39,37.48717949,0.726775956,0.925925926,FALSE,1
1309255,NORTH WEST DELHI,110033,7010100506,"Govt. Boys Sr. Sec. School, D-Block,Jahangirpuri, Delhi",005-BHALASWA JAHANGIRPURI,28.72889265,77.17376125,TRUE,2015-16,2731,0,2731,334,205,73,37.4109589,0.53525641,0.554054054,FALSE,2
1925009,SOUTH DELHI,110044,7090120405,"Govt. Sarvodaya Bal Vidyalaya No.1 , Molar Band, New Delhi",204-MOLARBAND,28.49528621,77.32636202,TRUE,2015-16,3741,49,3692,322,703,100,37.41,0.274042553,0.616666667,FALSE,0
1516140,WEST DELHI,110008,7070109405,"Govt. Boys Sr. Sec. School, West Patel Nagar, New Delhi",094-WEST PATEL NAGAR,28.65424147,77.16527966,TRUE,2015-16,2207,0,2207,127,257,59,37.40677966,0.291954023,0.523421589,FALSE,1
1412248,NORTH WEST DELHI,110086,7010102504,"Govt. Sarvodaya Bal Vidyalaya, Pooth Kalan, Rohini Extn.,Sector 20, Delhi",025-POOTH KALA,28.71043096,77.07651414,TRUE,2015-16,2728,0,2728,261,121,73,37.36986301,0.48603352,0.630208333,FALSE,0
1925342,SOUTH DELHI,110020,7090120001,"Govt. Boys Sr. Sec. School, Harkesh Nagar New Delhi",200-HARKESH NAGAR,28.54404749,77.2764403,TRUE,2015-16,2352,0,2352,144,108,63,37.33333333,0.301886792,0.545454545,FALSE,4
1617030,WEST DELHI,110043,7070112201,"Govt. Co-ed. Sr. Sec. School, Baprola, New Delhi",122-HASTSAL,28.6396911,77.00848629,TRUE,2015-16,5071,0,5071,266,416,136,37.28676471,0.322033898,0.581818182,FALSE,9
1104015,NORTH EAST DELHI,110094,7030126903,"Govt. Boys Sr. Sec. School, Khajoori Khas, Delhi",269-KHAZOORI KHAS,28.71095384,77.25804352,TRUE,2015-16,2348,0,2348,297,210,63,37.26984127,0.700471698,0.573770492,FALSE,3
1516013,WEST DELHI,110008,7070109406,"Govt. Boys Sr. Sec. School, Prem Nagar, New Delhi",094-WEST PATEL NAGAR,28.6617736,77.16273952,TRUE,2015-16,1638,0,1638,108,82,44,37.22727273,0.241610738,0.759259259,FALSE,5
1104023,NORTH EAST DELHI,110053,7030125606,"Govt. Girls Sr. Sec. School No.1, B-Block, Yamuna Vihar, Delhi",256-YAMUNA VIHAR,28.69907818,77.27090305,TRUE,2015-16,2931,0,2931,263,478,79,37.10126582,0.422150883,0.829861111,FALSE,2
1618058,WEST DELHI,110059,7070112401,"Govt. Boys Sr. Sec. School, Hastsal, Janta Flats, New Delhi",124-VIKAS NAGAR,28.63767169,77.0575855,TRUE,2015-16,2410,0,2410,165,270,65,37.07692308,0.426356589,0.502793296,FALSE,5
1309279,NORTH WEST DELHI,110033,7010101602,"Govt. Sarvodaya Kanya Vidyalaya, Block-A, Plot No.5, Jahangirpuri, Delhi",016-JAHANGIRPURI - I,28.7115748,77.1860118,TRUE,2015-16,889,146,743,0,14,24,37.04166667,NA,0.424242424,FALSE,3
1923066,SOUTH DELHI,110062,7090118202,"Govt. Boys Sr. Sec. School No.3, Sect-V, Dr. Ambedkar Nagar, New Delhi",182-AMBEDKAR NGR.,28.51965383,77.24192231,FALSE,2015-16,1259,0,1259,164,115,34,37.02941176,0.788461538,0.727848101,FALSE,1
1310008,NORTH WEST DELHI,110039,7010102705,"Govt. Boys Sr. Sec. School, Pooth Khurd, Delhi",027-BEGUMPUR,28.76555937,77.04809204,FALSE,2015-16,740,0,740,76,49,20,37,0.775510204,0.662162162,FALSE,2
1413268,NORTH WEST DELHI,110086,7010102701,"Govt. Girls Sr. Sec. School, Begampur, Delhi",027-BEGUMPUR,28.72374643,77.06698602,FALSE,2015-16,3057,0,3057,265,255,83,36.8313253,0.505725191,0.6,FALSE,0
1411038,NORTH WEST DELHI,110034,7010106301,"Govt. Girls Sr. Sec. School, Anandwas, (Currently at Kohat Enclave), Delhi",063-KOHAT ENCLAVE,28.68693657,77.14438997,FALSE,2015-16,1252,0,1252,127,64,34,36.82352941,0.579908676,0.603773585,FALSE,5
